frame_number,Timestamp,system_time,video_time_seconds,Latitude,Longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
1418,2025-08-27T16:54:00.524034,54:00.5,146.237,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1115,-0.6978,9.6207,9.6466,5.458,-7.578,3.42,9.945,-51.96,135.37,-294.81,328.54,40.21,17.121,0.012
1419,2025-08-27T16:54:00.624240,54:00.6,146.338,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.0686,0.8222,9.7398,9.7747,10.078,-6.162,-5.036,12.841,333.94,-360.81,-257.71,555.09,23.45,17.221,0.01
1420,2025-08-27T16:54:00.725237,54:00.7,146.439,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2524,-0.6546,9.9451,9.9699,7.144,4.037,-10.184,13.079,-194.89,140.94,-454.28,514.01,23.38,17.322,0.007
1421,2025-08-27T16:54:00.825311,54:00.8,146.539,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.5404,0.4805,9.7353,9.7622,-4.587,0.436,-9.17,10.262,-190.63,102.62,-515.6,559.21,19.54,17.422,0.005
1422,2025-08-27T16:54:00.925353,54:00.9,146.639,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.9913,0.6283,10.0011,10.0697,12.178,5.97,-17.184,21.891,213.57,-36.58,-503.31,547.97,44.54,17.522,0.002
1423,2025-08-27T16:54:01.026218,54:01.0,146.74,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7019,0.0605,9.9822,10.1265,4.007,4.474,0.482,6.026,19.38,-292.91,-216.13,364.53,33.02,17.623,0
1424,2025-08-27T16:54:01.126393,54:01.1,146.84,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.4468,-0.1999,9.7845,9.7967,-4.387,5.11,-5.543,8.722,-84.92,302.87,-255.19,405.05,28.66,17.723,-0.003
1425,2025-08-27T16:54:01.227062,54:01.2,146.94,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.9478,-0.1587,9.7322,9.7795,0.465,-4.945,-13.365,14.258,169.6,-210.62,-247.66,366.69,38.58,17.824,-0.004
1426,2025-08-27T16:54:01.327511,54:01.3,147.041,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.9716,-0.2268,10.1515,10.2004,-10.676,4.056,14.353,18.342,-114.47,93.75,-516.3,537.08,39.42,17.924,0.013
1427,2025-08-27T16:54:01.427724,54:01.4,147.141,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.5996,0.245,9.4749,9.6121,1.222,6.479,-5.197,8.395,68.91,35.52,-484.53,490.69,18.13,18.025,0.01
1428,2025-08-27T16:54:01.528039,54:01.5,147.241,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1947,-0.0529,10.1155,10.1175,10.566,-0.976,1.782,10.759,187.48,-54.55,-482.83,520.81,19.77,18.125,0.006
1429,2025-08-27T16:54:01.628591,54:01.6,147.342,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.3954,0.4021,9.5835,9.693,-11.066,2.956,8.247,14.114,-298.02,-139.58,-493.95,593.54,43.23,18.226,0.004
1430,2025-08-27T16:54:01.728609,54:01.7,147.442,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.931,-0.7746,9.7417,9.8167,14.554,1.39,4.685,15.353,275.26,-40.45,-545.6,612.44,36.29,18.326,0.002
1431,2025-08-27T16:54:01.829098,54:01.8,147.542,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.3547,0.0105,9.6207,9.7156,8.205,6.242,-8.262,13.211,309.52,-307.25,-426.95,610.32,29.87,18.426,-0.001
1432,2025-08-27T16:54:01.930047,54:01.9,147.643,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1658,0.142,9.749,9.7514,5.175,-1.258,-12.239,13.348,-283.5,-85.45,-367.09,471.62,26.15,18.527,-0.002
1433,2025-08-27T16:54:02.030106,54:02.0,147.743,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.0091,-0.8033,9.7164,9.7495,2.285,4.741,11.473,12.622,185.37,284.83,-589.77,680.67,33.93,18.627,-0.004
1434,2025-08-27T16:54:02.130945,54:02.1,147.844,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1493,0.7021,10.0739,10.0994,14.017,9.239,-12.197,20.751,-206.43,-378.5,-371.2,568.92,39.85,18.728,-0.005
1435,2025-08-27T16:54:02.231138,54:02.2,147.944,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.4365,0.3405,10.1256,10.1407,-3.759,-2.806,7.916,9.202,237.3,-310.73,-572.61,693.36,40.95,18.828,0.012
1436,2025-08-27T16:54:02.332109,54:02.3,148.045,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.5218,0.1181,9.6119,9.6267,1.323,9.736,-14.433,17.46,-94.22,102.85,-306.15,336.42,20.34,18.929,0.01
1437,2025-08-27T16:54:02.432439,54:02.4,148.146,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.0822,0.2673,10.2115,10.2721,-8.228,-4.856,5.07,10.816,176.71,-104.93,-330.04,388.79,19.09,19.029,0.008
1438,2025-08-27T16:54:02.533114,54:02.5,148.246,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2494,-0.2649,9.8574,9.9398,-13.908,3.275,-23.974,27.909,-326.17,107.18,-457.91,572.32,42.63,19.13,0.006
1439,2025-08-27T16:54:02.633494,54:02.6,148.347,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.1866,-0.2057,9.932,9.9358,6.074,4.346,-21.542,22.8,-286.83,296.82,-391.08,568.61,33.59,19.23,0.003
1440,2025-08-27T16:54:02.734348,54:02.7,148.448,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2369,-0.5769,10.0879,10.1798,10.429,0.109,3.382,10.964,178.6,336.06,-270.8,467.08,40.86,19.331,0.001
1441,2025-08-27T16:54:02.835332,54:02.8,148.549,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2924,-0.1152,9.5031,9.5913,-10.319,0.406,-7.102,12.533,-388.5,247,-436.53,634.43,40.53,19.432,0
1442,2025-08-27T16:54:02.935758,54:02.9,148.649,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.8112,0.1851,9.7361,9.7716,-12.376,0.09,16.094,20.303,-362.7,215.91,-503.53,657.05,31.61,19.533,-0.004
1443,2025-08-27T16:54:03.036791,54:03.0,148.75,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.8395,-0.531,9.6347,9.823,6.468,8.94,-22.859,25.383,-367.59,-250.33,-520.11,684.32,20.38,19.634,-0.006
1444,2025-08-27T16:54:03.137706,54:03.1,148.851,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.9082,-0.3311,9.755,9.9454,6.018,6.276,-14.667,17.051,243.92,-17.91,-572.74,622.78,37.49,19.735,0.013
1445,2025-08-27T16:54:03.237711,54:03.2,148.951,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1556,0.135,9.7577,9.7599,-13.169,-7.257,13.446,20.172,134.58,-333.56,-441.86,569.75,31,19.835,0.008
1446,2025-08-27T16:54:03.338723,54:03.3,149.052,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7639,0.3583,9.9907,10.1515,-1.591,7.848,-3.97,8.938,107.9,328.74,-475.74,588.25,32,19.936,0.008
1447,2025-08-27T16:54:03.438912,54:03.4,149.152,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.9262,0.0862,9.9095,10.0953,2.913,1.521,9.654,10.198,-195.78,2.05,-375.47,423.45,41.37,20.036,0.004
1448,2025-08-27T16:54:03.539644,54:03.5,149.253,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.6139,-0.401,9.7777,9.8052,3.797,3.966,-23.292,23.93,192.68,-45.07,-352,403.81,37.4,20.137,0.002
1449,2025-08-27T16:54:03.640205,54:03.6,149.354,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.4859,-0.2997,10.2158,10.2317,3.252,5.961,-17.087,18.386,219.53,329.39,-291.09,491.35,44.24,20.237,0
1450,2025-08-27T16:54:03.741017,54:03.7,149.454,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.5297,0.2198,9.7369,9.8588,-7.52,6.367,6.59,11.854,290.17,-389.93,-372.01,612.07,18.58,20.338,-0.003
1451,2025-08-27T16:54:03.841763,54:03.8,149.555,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2541,-0.4954,10.2743,10.2894,-1.476,1.673,-11.38,11.597,220.11,21.37,-311.73,382.21,29.62,20.439,-0.005
1452,2025-08-27T16:54:03.941947,54:03.9,149.655,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.6821,0.685,9.6507,9.8201,5.531,-5.509,-20.692,22.116,-118.98,-57.8,-570.82,585.94,28.79,20.539,0.013
1453,2025-08-27T16:54:04.042897,54:04.0,149.756,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.3885,0.1612,10.1028,10.1991,5.267,4.176,17.014,18.294,-259.14,-151.56,-218.97,371.58,21.84,20.64,0.012
1454,2025-08-27T16:54:04.143864,54:04.1,149.857,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.4183,0.644,9.4941,9.5251,12.87,-1.914,-11.741,17.526,228.58,-318.2,-524.85,654.96,43.92,20.741,0.01
1455,2025-08-27T16:54:04.244439,54:04.2,149.958,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.4991,-0.1991,9.5067,9.5219,5.132,6.64,7.783,11.445,-302.42,358.76,-452.52,651.88,30.77,20.841,0.008
1456,2025-08-27T16:54:04.344449,54:04.3,150.058,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.3617,-0.8156,10.0547,10.1792,10.606,1.007,-8.682,13.743,-71.51,-224.48,-382.65,449.36,38.03,20.941,0.006
1457,2025-08-27T16:54:04.444752,54:04.4,150.158,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.1984,-0.3286,9.9657,9.9731,9.341,-8.737,9.441,15.897,-298.83,32.34,-247.61,389.43,31.24,21.042,0.004
1458,2025-08-27T16:54:04.545619,54:04.5,150.259,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.9247,0.202,9.8915,9.9367,-7.858,3.446,-15.634,17.833,336.03,-30.38,-251.28,420.69,38.01,21.143,0.002
1459,2025-08-27T16:54:04.646026,54:04.6,150.359,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.5981,-0.2436,9.8747,9.8958,-3.826,-9.866,-22.182,24.577,152.01,-380.71,-446.65,606.26,23.51,21.243,0
1460,2025-08-27T16:54:04.746411,54:04.7,150.46,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.0666,0.1548,10.1698,10.2268,6.45,-5.65,12.757,15.371,-128,383.35,-362.14,542.67,38.29,21.343,-0.002
1461,2025-08-27T16:54:04.846457,54:04.8,150.56,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.8239,-0.3173,9.8788,9.9182,3.619,-9.303,21.641,23.832,-56.46,176.06,-553.93,583.97,19.07,21.443,-0.006
1462,2025-08-27T16:54:04.947428,54:04.9,150.661,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2394,0.6349,9.4562,9.5582,13.052,4.42,6.953,15.435,305.16,219.79,-230.66,441.17,40.91,21.544,0.012
1463,2025-08-27T16:54:05.047809,54:05.0,150.761,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.153,0.727,10.1299,10.2212,11.155,-6.615,-10.477,16.672,-141.5,210.6,-463.39,528.31,28.49,21.645,0.01
1464,2025-08-27T16:54:05.147971,54:05.1,150.861,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7786,0.7436,9.8322,10.0194,-0.102,-0.787,-7.972,8.011,-169.37,335.88,-309.45,487.09,33.67,21.745,0.008
1465,2025-08-27T16:54:05.248746,54:05.2,150.962,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.8439,0.0567,10.0525,10.088,7.287,-3.429,-6.718,10.487,221.07,65.83,-204.16,308.04,36.86,21.846,0.006
1466,2025-08-27T16:54:05.348919,54:05.3,151.062,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.9268,-0.65,9.7637,9.9732,8.817,-2.729,-6.133,11.081,-364.12,216.82,-275.07,505.23,42.8,21.946,0.004
1467,2025-08-27T16:54:05.449599,54:05.4,151.163,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.2658,-0.6069,9.9433,10.0419,-11.899,-4.718,0.893,12.831,185.06,129.35,-273.34,354.54,43.98,0.044,0.003
1468,2025-08-27T16:54:05.549958,54:05.5,151.263,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.273,-0.5388,10.2152,10.2331,-7.488,6.324,-23.013,25.013,-164.44,-228.6,-359.51,456.67,25.92,0.144,0.001
1469,2025-08-27T16:54:05.650438,54:05.7,151.364,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.0903,-0.8724,9.7027,9.8027,-0.348,-0.575,-13.628,13.645,277.86,-362.94,-553.12,717.55,20.28,0.244,-0.001
1470,2025-08-27T16:54:05.751331,54:05.8,151.465,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.8001,-0.176,9.6146,9.6494,1.123,5.574,-17.877,18.759,57.03,-339.8,-268.96,437.11,23.99,0.345,-0.004
1471,2025-08-27T16:54:05.851431,54:05.9,151.565,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.1626,0.1905,9.6847,9.6879,-9.856,-8.037,9.112,15.644,96.16,-41.11,-458.38,470.16,37.02,0.445,-0.006
1472,2025-08-27T16:54:05.952268,54:06.0,151.666,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.6848,-0.2734,9.689,9.7171,12.781,3.995,1.944,13.531,368.17,-43.78,-261.14,453.5,41.98,0.546,0.013
1473,2025-08-27T16:54:06.052960,54:06.1,151.766,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.6714,-0.7064,9.5865,9.6359,-5.174,-8.76,7.376,12.567,-111.64,310.71,-411.78,527.79,24.09,0.647,0.011
1474,2025-08-27T16:54:06.153200,54:06.2,151.867,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.1592,-0.5595,9.6065,9.6924,8.707,-9.51,-20.457,24.181,-264.3,-334.37,-368.44,563.39,44.36,0.747,0.009
1475,2025-08-27T16:54:06.253444,54:06.3,151.967,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.34,-0.3895,9.722,9.7358,7.261,6.317,-17.823,20.256,-143.58,109.86,-271.4,326.1,37.99,0.847,0.006
1476,2025-08-27T16:54:06.354497,54:06.4,152.068,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.1571,0.2015,9.8081,9.8782,-9.866,1.87,-13.225,16.606,353.32,214.65,-446.16,608.25,35.06,0.949,0.003
1477,2025-08-27T16:54:06.454650,54:06.5,152.168,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.473,-0.4303,9.6594,9.7805,5.944,-5.908,14.856,17.057,4.99,277.25,-508.64,579.32,41.92,1.049,0.001
1478,2025-08-27T16:54:06.555030,54:06.6,152.268,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.6028,-0.1324,9.6746,9.6943,-0.674,3.567,-20.217,20.54,81.94,121.36,-549.88,569.04,29.86,1.149,-0.003
1479,2025-08-27T16:54:06.655590,54:06.7,152.369,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.4409,-0.7148,10.0982,10.1331,-12.458,-1.283,-18.249,22.133,165.26,57.86,-542.94,570.47,21.1,1.25,-0.005
1480,2025-08-27T16:54:06.756038,54:06.8,152.469,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.4367,-0.2156,9.9052,9.9171,12.479,-0.588,3.22,12.901,299.84,211.16,-539.41,652.27,39.78,1.35,0.014
1481,2025-08-27T16:54:06.857045,54:06.9,152.57,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.5351,0.4588,10.1141,10.2402,-11.84,8.966,-16.826,22.443,-322.58,-233.83,-248.43,469.52,32.8,1.451,0.012
1482,2025-08-27T16:54:06.957670,54:07.0,152.671,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.7349,0.4552,9.9139,9.9515,-7.657,-3.159,23.968,25.359,-171.21,-295.67,-483.44,591.99,28.83,1.552,0.01
1483,2025-08-27T16:54:07.058539,54:07.1,152.772,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.4161,-0.695,9.509,9.6389,14.022,-5.462,4.672,15.757,-141.16,-156.32,-597.59,633.62,33.34,1.653,0.007
1484,2025-08-27T16:54:07.158862,54:07.2,152.872,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.9644,0.677,9.7652,9.836,2.863,3.674,-11.456,12.366,17.1,382.97,-463.48,601.48,31.4,1.753,0.004
1485,2025-08-27T16:54:07.258994,54:07.3,152.972,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.2927,0.0953,9.7454,9.7503,-12.975,1.887,-4.317,13.804,-229.28,-109.44,-419.63,490.55,25.95,1.853,0.001
1486,2025-08-27T16:54:07.359740,54:07.4,153.073,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.7832,-0.3223,9.6664,9.7035,11.247,9.002,15.324,21.032,356.07,-139.99,-392.35,548.02,41.6,1.954,-0.002
1487,2025-08-27T16:54:07.460756,54:07.5,153.174,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.7969,-0.2115,10.2032,10.2364,5.136,-1.149,-24.008,24.578,-135.72,191.76,-502.08,554.32,27.08,2.055,-0.004
1488,2025-08-27T16:54:07.561717,54:07.6,153.275,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.1207,-0.2586,9.7986,9.8658,2.203,5.207,6.72,8.782,126.86,-378.77,-555.28,684.03,19.14,2.156,-0.004
1489,2025-08-27T16:54:07.662513,54:07.7,153.376,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.5032,-0.3396,10.0436,10.1612,7.959,-8.184,-23.053,25.725,137.2,214.47,-207.21,328.26,20.49,2.257,-0.007
1490,2025-08-27T16:54:07.762979,54:07.8,153.476,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.6295,-0.373,9.4944,9.5225,-2.947,-1.084,10.665,11.118,-19.58,371.83,-595.98,702.73,36.34,2.357,0.012
1491,2025-08-27T16:54:07.863213,54:07.9,153.577,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.3256,-0.2638,9.9472,9.956,-6.936,2.974,-14.213,16.092,-169.33,-112.1,-264.59,333.54,40.55,2.457,0.01
1492,2025-08-27T16:54:07.963990,54:08.0,153.677,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.3206,-0.3029,10.0702,10.161,13.032,6.619,3.403,15.007,-75.85,-124.4,-552.72,571.6,25.4,2.558,0.007
1493,2025-08-27T16:54:08.064609,54:08.1,153.778,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.1531,0.2977,10.0917,10.1617,-1.715,9.388,-5.666,11.098,-167.65,99.45,-470.91,509.66,20.79,2.659,0.005
1494,2025-08-27T16:54:08.164991,54:08.2,153.878,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.6931,-0.2875,10.1532,10.2974,5.564,9.481,-14.72,18.372,362.85,-157.32,-547.12,675.1,41.45,2.759,0.003
1495,2025-08-27T16:54:08.265913,54:08.3,153.979,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.342,0.1631,9.9281,10.0197,2.915,2.203,19.908,20.241,148.32,353.04,-315.72,496.3,20.33,2.86,0
1496,2025-08-27T16:54:08.366232,54:08.4,154.08,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.4026,0.7801,10.1592,10.2852,-14.623,9.067,-24.535,29.967,346.57,242.43,-348.98,548.33,43.92,2.96,-0.002
1497,2025-08-27T16:54:08.466776,54:08.5,154.18,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.2745,-0.8432,9.5858,9.7068,6.358,-2.983,-12.912,14.698,10.32,-34.81,-534.47,535.7,39.09,3.061,-0.004
1498,2025-08-27T16:54:08.567316,54:08.6,154.281,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.0547,-0.2632,9.798,9.8581,-9.839,1.819,-13.095,16.48,-98.01,93.91,-411.5,433.31,23.3,3.161,0.013
1499,2025-08-27T16:54:08.668193,54:08.7,154.382,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.2597,-0.4545,9.6065,9.6208,0.446,5.183,1.277,5.357,-381.16,88.37,-334.51,514.77,26.53,3.262,0.012
1500,2025-08-27T16:54:08.768225,54:08.8,154.482,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.2721,-0.2708,10.0942,10.1777,-13.218,-8.903,17.45,23.632,-325.93,99.82,-328.12,473.14,36.38,3.362,0.011
1501,2025-08-27T16:54:08.869013,54:08.9,154.582,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.8224,-0.775,9.5997,9.8018,-7.946,-8.619,-20.261,23.408,-151.9,-45.83,-416.12,445.34,28.42,3.463,0.008
1502,2025-08-27T16:54:08.969437,54:09.0,154.683,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.6875,0.6994,9.7831,9.9522,10.114,8.894,22.599,26.308,30.78,339.95,-525.01,626.22,19.66,3.563,0.006
1503,2025-08-27T16:54:09.069698,54:09.1,154.783,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.4418,-0.8085,10.2057,10.3387,13.034,-7.975,18.796,24.224,265.92,244.16,-242.63,434.97,38.18,3.664,0.005
1504,2025-08-27T16:54:09.170134,54:09.2,154.883,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.306,-0.7348,9.875,9.907,-9.746,-1.622,23.404,25.404,303.26,26.47,-564.91,641.71,41.03,3.764,0.003
1505,2025-08-27T16:54:09.270185,54:09.3,154.984,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.5819,-0.4933,10.0809,10.1097,-11.501,-4.543,-18.266,22.058,-273.62,-236.11,-323.76,485.22,25.88,3.864,-0.001
1506,2025-08-27T16:54:09.371110,54:09.4,155.084,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.9516,-0.4329,9.8264,9.8818,4.047,2.77,-21.403,21.957,331.71,-64.64,-394.32,519.32,25.74,3.965,-0.002
1507,2025-08-27T16:54:09.471841,54:09.5,155.185,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.8941,0.7726,10.1495,10.2181,-13.346,-3.367,-22.071,26.011,-43.75,205.43,-562.35,600.3,40.59,4.066,-0.003
1508,2025-08-27T16:54:09.572431,54:09.6,155.286,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.2637,0.2633,9.7546,9.8397,9.04,-1.339,19.497,21.533,-40.74,3.99,-409.77,411.81,25.76,4.166,0.013
1509,2025-08-27T16:54:09.672528,54:09.7,155.386,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.5629,0.0881,9.6435,9.6603,-3.772,0.41,22.437,22.756,168.57,-307.53,-483.7,597.46,34.35,4.267,0.011
1510,2025-08-27T16:54:09.772856,54:09.8,155.486,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.4587,0.7171,10.0479,10.1785,12.429,3.335,-14.511,19.396,-277.34,192.91,-436.45,551.92,44.53,4.367,0.009
1511,2025-08-27T16:54:09.873112,54:09.9,155.586,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.151,-0.1223,9.8917,9.8936,-7.15,2.089,1.898,7.687,188.84,309.16,-403.65,542.38,44.92,4.467,0.005
1512,2025-08-27T16:54:09.973818,54:10.0,155.687,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.644,0.7165,9.8937,9.9405,9.024,9.264,11.276,17.158,-71.17,187.86,-480.69,520.98,20.4,4.568,0.003
1513,2025-08-27T16:54:10.074109,54:10.1,155.787,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.0192,-0.0067,9.9217,9.9218,2.439,-7.84,-5.045,9.637,-341.03,-340.41,-557.23,736.67,31.4,4.668,0
1514,2025-08-27T16:54:10.174557,54:10.2,155.888,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-1.05,-0.4785,9.8595,9.9268,-10.182,0.946,1.015,10.276,-330.14,320.05,-589.44,747.57,36.17,4.769,-0.002
1515,2025-08-27T16:54:10.275031,54:10.3,155.988,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.4917,-0.221,10.1472,10.1615,-10.951,1.113,-22.734,25.259,209.76,-258.1,-488.48,590.96,41.03,4.869,-0.005
1516,2025-08-27T16:54:10.394594,54:10.4,156.108,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.6417,0.3201,9.8691,9.8951,9.59,-7.356,-3.179,12.497,-294.53,237.35,-417.07,563.05,28.99,4.989,-0.007
1517,2025-08-27T16:54:10.495399,54:10.5,156.209,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.5581,0.5399,10.1381,10.1678,-11.31,5.487,8.568,15.213,40.24,51.77,-579.59,583.29,25.63,5.089,0.012
1518,2025-08-27T16:54:10.595587,54:10.6,156.309,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.0239,-0.4711,9.7396,9.751,-1.439,-2.506,-16.124,16.381,-207.03,-146.08,-312.29,402.15,35.36,5.19,0.009
1519,2025-08-27T16:54:10.696087,54:10.7,156.409,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.4544,0.4164,9.4936,9.5136,13.783,5.912,21.029,25.829,-362.2,393.85,-469.85,712.09,25.9,5.29,0.006
1520,2025-08-27T16:54:10.796708,54:10.8,156.51,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,-0.055,-0.6724,9.7683,9.7916,7.231,7.407,8.486,13.385,17.65,-76.13,-233.91,246.62,25.09,5.391,0.002
1521,2025-08-27T16:54:10.896891,54:10.9,156.61,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.9543,0.6137,9.9299,10.139,5.275,5.835,-18.198,19.825,-391.9,24.92,-279.9,482.23,19.02,5.491,0.001
1522,2025-08-27T16:54:10.997964,54:11.0,156.711,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,0.2001,0.1683,10.1104,10.1138,-0.82,-3.798,10.209,10.924,-150.97,215.98,-447.49,519.32,29.44,5.592,0
1523,2025-08-27T16:54:11.098596,54:11.1,156.812,26.67506717,92.7674105,74.1,38.416036,353.24,1,6,1.36,1.5674,-0.2217,10.1084,10.2316,4.29,3.293,-6.658,8.577,105.3,-214.53,-357.18,429.76,39.81,5.693,-0.001
