frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m,timestamp,system_time,video_time_seconds,latitude,longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
1270,1.0,73.0,16:53:44.900,2025-09-03T00:28:20.233857,,,,,,False,0.0,441.5,car,0.783,711.1,253.2,264.1,181.2,center,22.4,2025-08-27 16:53:45.524508,53:45.5,131.238,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.9065,0.1171,9.6154,9.8032,9.916,-9.819,-22.741,26.681,-288.97,-387.74,-514.81,706.31,40.58,2.121,0.014
1271,1.0,73.0,16:53:45.000,2025-09-03T00:28:20.953259,,,,,,False,0.0,451.3,car,0.807,733.4,243.9,349.4,217.5,right,18.7,2025-08-27 16:53:45.624769,53:45.6,131.338,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.1596,-0.6024,9.608,9.6964,-6.149,-7.523,-4.48,10.699,-358.93,157.79,-333.9,514.99,42.48,2.222,0.011
1272,1.0,73.0,16:53:45.100,2025-09-03T00:28:21.688912,,,,,,False,0.0,446.1,car,0.84,776.5,226.5,443.6,278.0,right,14.6,2025-08-27 16:53:45.725500,53:45.7,131.439,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.7504,0.0901,9.6123,9.6419,2.039,3.942,17.921,18.462,332.0,-236.05,-248.99,477.44,26.17,2.322,0.008
1273,1.0,73.0,16:53:45.200,2025-09-03T00:28:22.408402,,,,,,False,0.0,442.7,car,0.845,836.4,214.2,422.9,345.9,right,11.7,2025-08-27 16:53:45.825677,53:45.8,131.539,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.1543,-0.023,9.9701,10.0367,7.287,7.944,-14.575,18.128,143.95,-207.45,-487.83,549.3,36.7,2.423,0.004
1274,1.0,73.0,16:53:45.300,2025-09-03T00:28:23.127995,,,,,,False,0.0,439.8,car,0.84,936.9,184.7,335.5,401.3,right,10.1,2025-08-27 16:53:45.926502,53:45.9,131.64,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2319,0.0758,9.7198,9.7229,7.451,-0.789,-18.333,19.805,-250.89,-272.43,-424.63,563.45,19.58,2.523,0.002
1275,,,16:53:45.400,2025-09-03T00:28:23.846477,,,,,,False,0.0,442.5,,,,,,,,,2025-08-27 16:53:46.026853,53:46.0,131.74,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.1187,0.721,10.0044,10.0925,-8.561,7.487,4.249,12.141,390.6,-94.14,-574.32,700.91,18.81,2.624,-0.005
1276,,,16:53:45.500,2025-09-03T00:28:24.563953,,,,,,False,0.0,439.9,,,,,,,,,2025-08-27 16:53:46.127727,53:46.1,131.841,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.4163,0.6632,10.0805,10.1109,5.753,-4.866,-21.443,22.728,-352.58,366.69,-535.07,738.29,21.85,2.725,0.014
1277,,,16:53:45.600,2025-09-03T00:28:25.282977,,,,,,False,0.0,443.7,,,,,,,,,2025-08-27 16:53:46.228635,53:46.2,131.942,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.8066,0.6827,9.9494,10.1351,-6.126,-1.336,-19.288,20.282,340.91,-343.47,-527.98,716.2,34.59,2.826,0.012
1278,,,16:53:45.700,2025-09-03T00:28:26.000589,,,,,,False,0.0,446.0,,,,,,,,,2025-08-27 16:53:46.329449,53:46.3,132.043,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2753,-0.3317,10.0618,10.1477,-13.177,-8.909,-23.61,28.469,203.88,-349.29,-517.59,656.86,35.89,2.926,0.011
1279,,,16:53:45.800,2025-09-03T00:28:26.722206,,,,,,False,0.0,443.7,,,,,,,,,2025-08-27 16:53:46.429863,53:46.4,132.143,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.3696,-0.1255,9.6841,9.6919,-14.196,-0.566,-9.551,17.119,47.38,-153.15,-433.32,462.03,41.83,3.027,0.009
1280,,,16:53:45.900,2025-09-03T00:28:27.436686,,,,,,False,0.0,447.1,,,,,,,,,2025-08-27 16:53:46.530013,53:46.5,132.243,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.455,-0.5904,9.5226,9.6512,4.346,0.301,1.464,4.596,74.02,96.28,-510.91,525.14,40.52,3.127,0.007
1281,,,16:53:46.000,2025-09-03T00:28:28.160792,,,,,,False,0.0,446.4,,,,,,,,,2025-08-27 16:53:46.630241,53:46.6,132.344,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.7973,0.6203,9.9045,9.9559,-13.282,-9.491,-17.158,23.683,-293.04,93.49,-544.5,625.37,40.87,3.227,0.004
1282,1.0,73.0,16:53:46.100,2025-09-03T00:28:28.876927,,,,,,False,0.0,450.0,bus,0.836,1012.6,191.9,265.1,346.5,right,25.0,2025-08-27 16:53:46.730993,53:46.7,132.444,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.9478,0.4712,9.8214,9.8782,-3.387,-3.979,-23.225,23.806,276.49,-62.81,-456.61,537.48,41.74,3.328,0.003
1283,1.0,73.0,16:53:46.200,2025-09-03T00:28:29.599808,,,,,,False,0.0,444.2,bus,0.804,1107.4,177.3,171.2,372.0,right,23.3,2025-08-27 16:53:46.832002,53:46.8,132.545,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.5577,-0.3935,9.6348,9.659,-6.04,8.242,-11.286,15.224,-343.84,184.18,-569.48,690.26,27.78,3.429,0.0
1283,2.0,67.0,16:53:46.200,2025-09-03T00:28:29.599808,,,,,,False,0.0,444.2,truck,0.599,965.6,269.0,178.5,147.8,right,64.1,2025-08-27 16:53:46.832002,53:46.8,132.545,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.5577,-0.3935,9.6348,9.659,-6.04,8.242,-11.286,15.224,-343.84,184.18,-569.48,690.26,27.78,3.429,0.0
1284,1.0,67.0,16:53:46.300,2025-09-03T00:28:30.328467,,,,,,False,0.0,442.9,truck,0.601,951.2,253.6,200.5,145.1,right,65.2,2025-08-27 16:53:47.036957,53:47.0,132.75,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2491,-0.6234,10.265,10.3595,-0.346,2.373,-11.084,11.341,-272.99,232.68,-592.97,693.02,43.99,3.634,0.001
1285,1.0,67.0,16:53:46.400,2025-09-03T00:28:31.050065,,,,,,False,0.0,440.7,truck,0.605,978.4,235.0,231.7,152.7,right,62.0,2025-08-27 16:53:47.137387,53:47.1,132.851,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.1059,0.3014,9.9903,9.9954,9.62,2.773,-3.547,10.622,220.46,-269.29,-560.16,659.47,42.26,3.734,-0.002
1286,2.0,74.0,16:53:46.500,2025-09-03T00:28:31.771316,,,,,,False,0.0,444.2,bus,0.528,595.0,194.0,104.0,136.0,center,63.6,2025-08-27 16:53:47.238161,53:47.2,132.951,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2296,0.3893,10.0467,10.1291,-11.108,8.207,-16.009,21.143,37.6,-65.6,-482.98,488.86,27.79,3.835,-0.004
1286,1.0,67.0,16:53:46.500,2025-09-03T00:28:31.771316,,,,,,False,0.0,444.2,truck,0.584,1000.5,225.2,252.2,161.3,right,58.7,2025-08-27 16:53:47.238161,53:47.2,132.951,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.2296,0.3893,10.0467,10.1291,-11.108,8.207,-16.009,21.143,37.6,-65.6,-482.98,488.86,27.79,3.835,-0.004
1287,1.0,67.0,16:53:46.600,2025-09-03T00:28:32.489643,,,,,,False,0.0,443.9,truck,0.609,1021.2,226.5,249.3,173.0,right,54.7,2025-08-27 16:53:47.338330,53:47.3,133.052,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.6854,0.1047,9.8552,9.8796,13.155,3.45,24.64,28.144,105.58,-381.79,-541.5,670.92,30.71,3.935,-0.007
1287,2.0,74.0,16:53:46.600,2025-09-03T00:28:32.489643,,,,,,False,0.0,443.9,bus,0.559,599.9,195.4,111.0,139.5,center,62.0,2025-08-27 16:53:47.338330,53:47.3,133.052,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.6854,0.1047,9.8552,9.8796,13.155,3.45,24.64,28.144,105.58,-381.79,-541.5,670.92,30.71,3.935,-0.007
1288,1.0,74.0,16:53:46.700,2025-09-03T00:28:33.211343,,,,,,False,0.0,442.5,bus,0.623,600.0,192.3,122.2,148.9,center,58.1,2025-08-27 16:53:47.438574,53:47.4,133.152,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.7864,0.2494,9.9244,9.9586,2.133,-1.641,5.531,6.151,12.9,-172.62,-532.91,560.32,37.77,4.035,0.011
1288,2.0,67.0,16:53:46.700,2025-09-03T00:28:33.211343,,,,,,False,0.0,442.5,truck,0.632,1043.4,217.7,233.7,189.1,right,50.0,2025-08-27 16:53:47.438574,53:47.4,133.152,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.7864,0.2494,9.9244,9.9586,2.133,-1.641,5.531,6.151,12.9,-172.62,-532.91,560.32,37.77,4.035,0.011
1289,1.0,67.0,16:53:46.800,2025-09-03T00:28:33.936679,,,,,,False,0.0,447.3,truck,0.663,1071.1,208.8,208.0,201.6,right,46.9,2025-08-27 16:53:47.539010,53:47.5,133.252,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.8859,-0.345,10.1235,10.168,4.598,-1.701,-21.34,21.895,4.71,-5.21,-250.11,250.21,18.88,4.136,0.008
1289,2.0,74.0,16:53:46.800,2025-09-03T00:28:33.936679,,,,,,False,0.0,447.3,bus,0.648,602.8,186.5,127.0,156.7,center,55.2,2025-08-27 16:53:47.539010,53:47.5,133.252,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.8859,-0.345,10.1235,10.168,4.598,-1.701,-21.34,21.895,4.71,-5.21,-250.11,250.21,18.88,4.136,0.008
1290,1.0,74.0,16:53:46.900,2025-09-03T00:28:34.669075,,,,,,False,0.0,442.6,bus,0.686,607.1,172.8,125.6,166.0,center,52.1,2025-08-27 16:53:47.639853,53:47.6,133.353,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.5308,0.1675,10.0014,10.0168,2.8,-5.973,11.215,13.011,96.01,-40.33,-587.67,596.82,38.22,4.237,0.005
1290,2.0,67.0,16:53:46.900,2025-09-03T00:28:34.669075,,,,,,False,0.0,442.6,truck,0.697,1095.5,192.8,184.2,218.0,right,43.4,2025-08-27 16:53:47.639853,53:47.6,133.353,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.5308,0.1675,10.0014,10.0168,2.8,-5.973,11.215,13.011,96.01,-40.33,-587.67,596.82,38.22,4.237,0.005
1291,1.0,67.0,16:53:47.000,2025-09-03T00:28:35.385701,,,,,,False,0.0,440.3,truck,0.719,1117.6,178.3,162.4,215.9,right,43.8,2025-08-27 16:53:47.739977,53:47.7,133.453,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7649,-0.0879,9.9577,10.1132,8.42,-9.016,16.995,21.001,-373.78,-114.16,-302.19,494.03,36.81,4.337,0.003
1291,2.0,74.0,16:53:47.000,2025-09-03T00:28:35.385701,,,,,,False,0.0,440.3,truck,0.703,607.0,161.1,134.3,170.9,center,55.4,2025-08-27 16:53:47.739977,53:47.7,133.453,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7649,-0.0879,9.9577,10.1132,8.42,-9.016,16.995,21.001,-373.78,-114.16,-302.19,494.03,36.81,4.337,0.003
1291,3.0,74.0,16:53:47.000,2025-09-03T00:28:35.385701,,,,,,False,0.0,440.3,bus,0.688,609.8,159.6,131.3,168.9,center,51.2,2025-08-27 16:53:47.739977,53:47.7,133.453,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7649,-0.0879,9.9577,10.1132,8.42,-9.016,16.995,21.001,-373.78,-114.16,-302.19,494.03,36.81,4.337,0.003
1292,1.0,67.0,16:53:47.100,2025-09-03T00:28:36.100972,,,,,,False,0.0,447.3,truck,0.732,1148.7,176.7,130.6,224.4,right,42.2,2025-08-27 16:53:47.840772,53:47.8,133.554,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0047,0.7128,9.6815,9.7596,12.539,5.617,12.316,18.452,317.67,148.87,-364.72,506.05,19.12,4.438,0.001
1292,2.0,74.0,16:53:47.100,2025-09-03T00:28:36.100972,,,,,,False,0.0,447.3,truck,0.663,610.6,148.0,139.5,185.8,center,50.9,2025-08-27 16:53:47.840772,53:47.8,133.554,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0047,0.7128,9.6815,9.7596,12.539,5.617,12.316,18.452,317.67,148.87,-364.72,506.05,19.12,4.438,0.001
1292,3.0,74.0,16:53:47.100,2025-09-03T00:28:36.100972,,,,,,False,0.0,447.3,bus,0.626,608.1,144.5,144.7,189.4,center,45.7,2025-08-27 16:53:47.840772,53:47.8,133.554,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0047,0.7128,9.6815,9.7596,12.539,5.617,12.316,18.452,317.67,148.87,-364.72,506.05,19.12,4.438,0.001
1293,3.0,74.0,16:53:47.200,2025-09-03T00:28:36.820873,,,,,,False,0.0,446.5,truck,0.556,617.4,132.6,144.7,189.7,center,49.9,2025-08-27 16:53:47.941846,53:47.9,133.655,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.5595,-0.3623,9.6915,9.7144,-0.448,0.014,-17.801,17.806,368.22,-49.16,-384.61,534.72,37.69,4.539,0.0
1293,2.0,67.0,16:53:47.200,2025-09-03T00:28:36.820873,,,,,,False,0.0,446.5,truck,0.709,1179.7,161.5,100.1,238.8,right,39.6,2025-08-27 16:53:47.941846,53:47.9,133.655,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.5595,-0.3623,9.6915,9.7144,-0.448,0.014,-17.801,17.806,368.22,-49.16,-384.61,534.72,37.69,4.539,0.0
1293,1.0,74.0,16:53:47.200,2025-09-03T00:28:36.820873,,,,,,False,0.0,446.5,bus,0.582,613.6,136.4,146.3,189.1,center,45.8,2025-08-27 16:53:47.941846,53:47.9,133.655,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.5595,-0.3623,9.6915,9.7144,-0.448,0.014,-17.801,17.806,368.22,-49.16,-384.61,534.72,37.69,4.539,0.0
1294,1.0,74.0,16:53:47.300,2025-09-03T00:28:37.564272,,,,,,False,0.0,442.8,bus,0.609,617.1,131.5,163.1,202.5,center,42.7,2025-08-27 16:53:48.042267,53:48.0,133.756,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.3022,0.2572,9.8928,9.9007,4.599,4.753,9.793,11.817,-26.71,-263.83,-268.83,377.61,42.79,4.639,-0.002
1295,1.0,74.0,16:53:47.400,2025-09-03T00:28:38.297167,,,,,,False,0.0,475.1,bus,0.631,624.0,130.4,171.4,216.2,center,40.0,2025-08-27 16:53:48.142557,53:48.1,133.856,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0953,0.5491,9.8013,9.8776,11.945,-8.781,-5.995,15.992,351.31,11.59,-279.69,449.19,26.8,4.739,-0.004
1296,1.0,74.0,16:53:47.500,2025-09-03T00:28:39.048667,,,,,,False,0.0,453.5,bus,0.647,628.9,129.4,191.4,230.0,center,37.6,2025-08-27 16:53:48.243024,53:48.2,133.956,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.329,-0.4448,9.5925,9.6085,-9.47,6.023,8.777,14.247,-40.41,-97.67,-289.59,308.28,34.68,4.84,0.014
1296,2.0,74.0,16:53:47.500,2025-09-03T00:28:39.048667,,,,,,False,0.0,453.5,truck,0.598,629.7,129.8,192.5,232.8,center,40.7,2025-08-27 16:53:48.243024,53:48.2,133.956,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.329,-0.4448,9.5925,9.6085,-9.47,6.023,8.777,14.247,-40.41,-97.67,-289.59,308.28,34.68,4.84,0.014
1297,1.0,74.0,16:53:47.600,2025-09-03T00:28:39.775290,,,,,,False,0.0,449.3,bus,0.635,646.0,120.1,197.8,246.2,center,35.1,2025-08-27 16:53:48.343810,53:48.3,134.057,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.3172,0.083,9.525,9.5306,0.43,-6.202,-18.284,19.312,-134.1,-368.22,-465.53,608.51,42.96,4.941,0.01
1298,1.0,74.0,16:53:47.700,2025-09-03T00:28:40.510803,,,,,,False,0.0,445.6,bus,0.607,651.6,108.8,225.2,266.4,center,32.5,2025-08-27 16:53:48.443925,53:48.4,134.157,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.4809,-0.2296,9.5483,9.5632,11.243,0.134,12.522,16.829,272.58,65.41,-204.06,346.73,38.62,5.041,0.006
1298,2.0,74.0,16:53:47.700,2025-09-03T00:28:40.510803,,,,,,False,0.0,445.6,truck,0.532,653.3,108.3,230.7,270.3,center,35.0,2025-08-27 16:53:48.443925,53:48.4,134.157,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.4809,-0.2296,9.5483,9.5632,11.243,0.134,12.522,16.829,272.58,65.41,-204.06,346.73,38.62,5.041,0.006
1299,1.0,74.0,16:53:47.800,2025-09-03T00:28:41.256029,,,,,,False,0.0,441.9,truck,0.547,658.0,80.8,254.0,291.8,center,32.4,2025-08-27 16:53:48.544411,53:48.5,134.258,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.6067,0.218,9.9298,9.9507,-6.737,-1.813,-16.963,18.342,-353.87,-301.19,-313.68,560.66,44.31,5.141,0.004
1300,1.0,74.0,16:53:47.900,2025-09-03T00:28:41.978747,,,,,,False,0.0,447.5,truck,0.591,671.3,69.0,275.7,312.9,center,30.2,2025-08-27 16:53:48.645411,53:48.6,134.359,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.459,-0.7857,9.6188,9.7605,-0.838,5.757,-4.352,7.265,387.23,106.51,-450.08,603.21,26.96,5.242,0.002
1301,1.0,74.0,16:53:48.000,2025-09-03T00:28:42.703871,,,,,,False,0.0,449.2,truck,0.599,692.8,50.1,301.8,344.5,center,27.5,2025-08-27 16:53:48.745616,53:48.7,134.459,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.986,0.4364,9.4395,9.5009,-12.625,5.219,-21.83,25.752,-59.38,-220.67,-507.22,556.32,44.05,5.343,-0.002
1302,1.0,74.0,16:53:48.100,2025-09-03T00:28:43.430478,,,,,,False,0.0,442.2,truck,0.62,702.0,42.3,390.8,383.3,right,24.7,2025-08-27 16:53:48.846643,53:48.8,134.56,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.6109,0.3341,9.8242,9.8488,-0.018,-9.833,-13.641,16.815,265.4,-354.06,-242.26,504.46,40.79,5.444,-0.005
1303,1.0,74.0,16:53:48.200,2025-09-03T00:28:44.152797,,,,,,False,0.0,450.3,truck,0.699,723.0,21.1,428.1,412.5,right,22.9,2025-08-27 16:53:48.947146,53:48.9,134.66,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.1276,-0.1524,10.1816,10.2449,12.547,-3.85,-7.151,14.946,49.77,-59.98,-433.59,440.53,30.72,5.544,-0.007
1303,2.0,75.0,16:53:48.200,2025-09-03T00:28:44.152797,,,,,,False,0.0,450.3,car,0.717,671.0,310.0,65.0,64.0,center,63.4,2025-08-27 16:53:48.947146,53:48.9,134.66,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.1276,-0.1524,10.1816,10.2449,12.547,-3.85,-7.151,14.946,49.77,-59.98,-433.59,440.53,30.72,5.544,-0.007
1304,4.0,75.0,16:53:48.300,2025-09-03T00:28:44.878493,,,,,,False,0.0,456.8,car,0.643,641.5,311.1,106.9,61.5,center,65.9,2025-08-27 16:53:49.048081,53:49.0,134.761,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2037,-0.4752,10.173,10.1862,-3.298,-5.206,14.764,15.999,-31.49,160.97,-330.78,369.22,32.67,5.645,0.011
1304,3.0,76.0,16:53:48.300,2025-09-03T00:28:44.878493,,,,,,False,0.0,456.8,car,0.692,619.0,319.0,54.0,37.0,center,109.6,2025-08-27 16:53:49.048081,53:49.0,134.761,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2037,-0.4752,10.173,10.1862,-3.298,-5.206,14.764,15.999,-31.49,160.97,-330.78,369.22,32.67,5.645,0.011
1304,1.0,75.0,16:53:48.300,2025-09-03T00:28:44.878493,,,,,,False,0.0,456.8,car,0.763,675.2,306.5,69.2,74.5,center,54.4,2025-08-27 16:53:49.048081,53:49.0,134.761,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2037,-0.4752,10.173,10.1862,-3.298,-5.206,14.764,15.999,-31.49,160.97,-330.78,369.22,32.67,5.645,0.011
1304,2.0,74.0,16:53:48.300,2025-09-03T00:28:44.878493,,,,,,False,0.0,456.8,bus,0.722,732.1,7.7,501.5,445.1,right,19.4,2025-08-27 16:53:49.048081,53:49.0,134.761,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.2037,-0.4752,10.173,10.1862,-3.298,-5.206,14.764,15.999,-31.49,160.97,-330.78,369.22,32.67,5.645,0.011
1305,1.0,75.0,16:53:48.400,2025-09-03T00:28:45.629222,,,,,,False,0.0,445.7,car,0.669,671.2,298.4,90.2,73.8,center,55.0,2025-08-27 16:53:49.148309,53:49.1,134.862,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.7658,-0.1405,9.9716,10.002,12.657,1.723,-13.627,18.678,47.74,-5.1,-331.06,334.52,23.48,5.745,0.01
1305,2.0,76.0,16:53:48.400,2025-09-03T00:28:45.629222,,,,,,False,0.0,445.7,car,0.707,619.0,310.6,56.1,35.6,center,113.9,2025-08-27 16:53:49.148309,53:49.1,134.862,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.7658,-0.1405,9.9716,10.002,12.657,1.723,-13.627,18.678,47.74,-5.1,-331.06,334.52,23.48,5.745,0.01
1305,3.0,74.0,16:53:48.400,2025-09-03T00:28:45.629222,,,,,,False,0.0,445.7,bus,0.722,746.0,2.3,519.4,459.0,right,18.9,2025-08-27 16:53:49.148309,53:49.1,134.862,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-0.7658,-0.1405,9.9716,10.002,12.657,1.723,-13.627,18.678,47.74,-5.1,-331.06,334.52,23.48,5.745,0.01
1306,1.0,75.0,16:53:48.500,2025-09-03T00:28:46.353332,,,,,,False,0.0,446.2,car,0.694,678.8,291.1,98.4,80.9,center,50.1,2025-08-27 16:53:49.248366,53:49.2,134.962,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0603,-0.0813,10.1493,10.2049,-12.817,-5.973,-6.205,15.442,-286.8,-172.23,-510.42,610.28,18.34,5.845,0.006
1306,2.0,76.0,16:53:48.500,2025-09-03T00:28:46.353332,,,,,,False,0.0,446.2,car,0.704,617.6,305.3,60.9,39.4,center,103.0,2025-08-27 16:53:49.248366,53:49.2,134.962,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0603,-0.0813,10.1493,10.2049,-12.817,-5.973,-6.205,15.442,-286.8,-172.23,-510.42,610.28,18.34,5.845,0.006
1306,3.0,74.0,16:53:48.500,2025-09-03T00:28:46.353332,,,,,,False,0.0,446.2,truck,0.719,763.5,0.7,512.1,497.5,right,19.0,2025-08-27 16:53:49.248366,53:49.2,134.962,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,-1.0603,-0.0813,10.1493,10.2049,-12.817,-5.973,-6.205,15.442,-286.8,-172.23,-510.42,610.28,18.34,5.845,0.006
1307,1.0,75.0,16:53:48.600,2025-09-03T00:28:47.076258,,,,,,False,0.0,444.3,car,0.72,685.9,283.3,121.9,99.2,center,40.9,2025-08-27 16:53:49.349148,53:49.3,135.062,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.6574,0.5211,9.7961,9.8319,14.733,-3.668,5.927,16.298,-167.78,-171.59,-465.43,523.66,31.92,5.946,0.004
1307,2.0,74.0,16:53:48.600,2025-09-03T00:28:47.076258,,,,,,False,0.0,444.3,truck,0.724,794.0,3.0,484.7,539.9,right,17.5,2025-08-27 16:53:49.349148,53:49.3,135.062,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.6574,0.5211,9.7961,9.8319,14.733,-3.668,5.927,16.298,-167.78,-171.59,-465.43,523.66,31.92,5.946,0.004
1307,3.0,76.0,16:53:48.600,2025-09-03T00:28:47.076258,,,,,,False,0.0,444.3,car,0.717,617.2,300.9,67.3,43.3,center,93.6,2025-08-27 16:53:49.349148,53:49.3,135.062,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,0.6574,0.5211,9.7961,9.8319,14.733,-3.668,5.927,16.298,-167.78,-171.59,-465.43,523.66,31.92,5.946,0.004
1308,1.0,76.0,16:53:48.700,2025-09-03T00:28:47.803808,,,,,,False,0.0,439.0,car,0.74,613.6,301.7,69.2,48.7,center,83.3,2025-08-27 16:53:49.450116,53:49.5,135.163,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7926,-0.5056,10.116,10.286,6.381,-2.161,16.77,18.072,-205.1,99.34,-317.88,391.13,39.67,6.047,0.003
1308,2.0,75.0,16:53:48.700,2025-09-03T00:28:47.803808,,,,,,False,0.0,439.0,car,0.724,690.2,288.0,142.3,105.4,center,38.5,2025-08-27 16:53:49.450116,53:49.5,135.163,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7926,-0.5056,10.116,10.286,6.381,-2.161,16.77,18.072,-205.1,99.34,-317.88,391.13,39.67,6.047,0.003
1308,3.0,74.0,16:53:48.700,2025-09-03T00:28:47.803808,,,,,,False,0.0,439.0,truck,0.721,818.5,4.4,447.8,517.6,right,18.3,2025-08-27 16:53:49.450116,53:49.5,135.163,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.7926,-0.5056,10.116,10.286,6.381,-2.161,16.77,18.072,-205.1,99.34,-317.88,391.13,39.67,6.047,0.003
1309,2.0,76.0,16:53:48.800,2025-09-03T00:28:48.524358,,,,,,False,0.0,443.6,car,0.758,613.9,304.7,69.1,51.0,center,79.5,2025-08-27 16:53:49.550628,53:49.6,135.264,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.1726,-0.7277,9.783,9.8799,10.428,9.499,-8.686,16.566,176.3,79.93,-466.48,505.05,34.81,6.148,0.001
1309,3.0,74.0,16:53:48.800,2025-09-03T00:28:48.524358,,,,,,False,0.0,443.6,truck,0.702,862.9,2.7,410.8,549.4,right,17.2,2025-08-27 16:53:49.550628,53:49.6,135.264,26.6729885,92.76770817,73.2,39.462416,355.49,1,6,1.36,1.1726,-0.7277,9.783,9.8799,10.428,9.499,-8.686,16.566,176.3,79.93,-466.48,505.05,34.81,6.148,0.001
